     Input  Canonical    Reduced
    GEhrvg     G`iZrk     G`iZrk -C-R- [(0, 1), (0, 4), (0, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GEhrvk     GoMqz{     GoMqz{ -C-R- [(0, 1), (0, 2), (0, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhrvs     GSW}j{     GSW}j{ -C-R- [(0, 2), (0, 3), (0, 6), (1, 4), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhrvw     GNHM\{     GNHM\{ -C-R- [(0, 3), (0, 6), (0, 7), (1, 2), (1, 3), (1, 5), (1, 6), (2, 3), (2, 4), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhrv{     GBpln{     GBpln{ -C-R- [(0, 4), (0, 6), (0, 7), (1, 3), (1, 4), (1, 5), (1, 7), (2, 3), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtlk     GIK|[{      FIMkw -C-_- [(0, 6), (0, 7), (1, 2), (1, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtlw     GBYtY{     GBYtY{ -C-R- [(0, 5), (0, 6), (1, 3), (1, 4), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtl{     GIMkz{     GIMkz{ -C-R- [(0, 5), (0, 6), (1, 2), (1, 3), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtm{     GPp[z{     GPp[z{ -C-R- [(0, 2), (0, 4), (0, 6), (1, 4), (1, 5), (1, 7), (2, 3), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtng     GDhZj[     GDhZj[ -C-R- [(0, 3), (0, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtnk     GSLiz{     GSLiz{ -C-R- [(0, 2), (0, 3), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtno     GBmbm[     GBmbm[ -C-R- [(0, 4), (0, 5), (0, 7), (1, 3), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtns     GL_z]{     GL_z]{ -C-R- [(0, 3), (0, 4), (0, 7), (1, 2), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtnw     GDhr]{     GDhr]{ -C-R- [(0, 3), (0, 4), (0, 7), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtn{     GIMk~{     GIMk~{ -C-R- [(0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtp{     GPS~I{     GPS~I{ -C-R- [(0, 2), (0, 6), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtq{     GDY]j[     GDY]j[ -C-R- [(0, 3), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtrk     GIeZl[     GIeZl[ -C-R- [(0, 4), (0, 5), (0, 7), (1, 2), (1, 3), (1, 6), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtr{     GPUuZ{     GPUuZ{ -C-R- [(0, 2), (0, 5), (0, 6), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhts{     GEYpz[     GEYpz[ -C-R- [(0, 3), (0, 5), (1, 3), (1, 4), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhttW     GIL~Cs     GIL~Cs -C-R- [(0, 6), (0, 7), (1, 2), (1, 3), (1, 5), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 5), (4, 7), (6, 7)]
    GEhtt[     GBqjrk     GBqjrk -C-R- [(0, 4), (0, 5), (1, 3), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GEhttk     GRO|Y{     GRO|Y{ -C-R- [(0, 2), (0, 6), (1, 3), (1, 4), (1, 7), (2, 3), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtts     G`Wx}k      FHpsw -C-_- [(0, 1), (0, 7), (1, 4), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEhttw     GI]bk{     GI]bk{ -C-R- [(0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (1, 6), (2, 4), (2, 5), (2, 6), (3, 4), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtt{     GHpsz{     GHpsz{ -C-R- [(0, 4), (0, 6), (1, 2), (1, 4), (1, 5), (1, 7), (2, 3), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtuw     GDnBj[     GDnBj[ -C-R- [(0, 3), (0, 4), (0, 5), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtu{     GPqqz{     GPqqz{ -C-R- [(0, 2), (0, 4), (0, 5), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtvW     GZTLK{     GZTLK{ -C-R- [(0, 2), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 6), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtv[     GxDI|{     GxDI|{ -C-R- [(0, 1), (0, 2), (0, 7), (1, 2), (1, 5), (1, 6), (2, 3), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtvk     GSYqz{     GSYqz{ -C-R- [(0, 2), (0, 3), (0, 5), (1, 4), (1, 6), (1, 7), (2, 4), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtvs     GpC}Z{     GpC}Z{ -C-R- [(0, 1), (0, 2), (0, 6), (1, 6), (1, 7), (2, 3), (2, 5), (2, 7), (3, 4), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtvw     GJYU\{     GJYU\{ -C-R- [(0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 6), (2, 3), (2, 4), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhtv{     GHps~{     GHps~{ -C-R- [(0, 4), (0, 6), (0, 7), (1, 2), (1, 4), (1, 5), (1, 7), (2, 3), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEht|{     GBqjz{      FBqjw -C-_- [(0, 4), (0, 5), (1, 3), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEht~w     GB^L^k     GB^L^k -C-R- [(0, 5), (0, 6), (0, 7), (1, 3), (1, 4), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEht~{     GBqj~{     GBqj~{ -C-R- [(0, 4), (0, 5), (0, 7), (1, 3), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuQw     GGS{~_     GGS{~_ -C-R- [(0, 6), (0, 7), (1, 2), (1, 4), (1, 7), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6)]
    GEhuRo     GKFLZo     GKFLZo -C-R- [(0, 3), (0, 5), (0, 6), (1, 2), (1, 5), (1, 7), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhuRw     GcS~@{     GcS~@{ -C-R- [(0, 1), (0, 3), (0, 6), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    GEhuSw     GGS}tg     GGS}tg -C-R- [(0, 6), (0, 7), (1, 2), (1, 4), (1, 6), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    GEhuTW     GBbJ\o     GBbJ\o -C-R- [(0, 4), (0, 5), (0, 7), (1, 3), (1, 5), (1, 6), (2, 3), (2, 6), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhuTo     GR`MXw     GR`MXw -C-R- [(0, 2), (0, 4), (0, 6), (1, 3), (1, 5), (1, 6), (2, 3), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhuTw     GcUrP{     GcUrP{ -C-R- [(0, 1), (0, 3), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhuUW     G?\utg     G?\utg -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (2, 4), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (5, 7)]
    GEhuUc     GoTXpk     GoTXpk -C-R- [(0, 1), (0, 2), (1, 4), (1, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GEhuUg     GZCY[[      FINco -C-_- [(0, 2), (0, 7), (1, 2), (1, 3), (1, 6), (2, 3), (3, 4), (3, 5), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuUo     GP[YmK     GP[YmK -C-R- [(0, 2), (0, 7), (1, 4), (1, 6), (1, 7), (2, 3), (2, 4), (3, 4), (3, 5), (3, 6), (4, 5), (5, 6), (5, 7), (6, 7)]
    GEhuUs     G`lah{     G`lah{ -C-R- [(0, 1), (0, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuUw     GD\eH{     GD\eH{ -C-R- [(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 7), (3, 4), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuU{     GINcr{     GINcr{ -C-R- [(0, 5), (0, 6), (1, 2), (1, 3), (1, 5), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhuVO     GBRL\o     GBRL\o -C-R- [(0, 5), (0, 6), (0, 7), (1, 3), (1, 4), (1, 5), (2, 3), (2, 6), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhuVW     GEqrP{     GEqrP{ -C-R- [(0, 3), (0, 4), (0, 5), (1, 3), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhuV_     GRO\]W     GRO\]W -C-R- [(0, 2), (0, 6), (0, 7), (1, 3), (1, 4), (1, 7), (2, 3), (2, 6), (3, 5), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhuVc     G[dQX{     G[dQX{ -C-R- [(0, 2), (0, 3), (0, 4), (1, 2), (1, 5), (1, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuVg     GmEHX{     GmEHX{ -C-R- [(0, 1), (0, 3), (0, 5), (1, 2), (1, 3), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuVo     GMULH{     GMULH{ -C-R- [(0, 3), (0, 5), (0, 6), (1, 2), (1, 3), (1, 4), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuVs     GtGYZ{     GtGYZ{ -C-R- [(0, 1), (0, 2), (0, 3), (1, 6), (1, 7), (2, 3), (2, 4), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuVw     GDhuR{     GDhuR{ -C-R- [(0, 3), (0, 4), (0, 6), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhuV{     GINcv{     GINcv{ -C-R- [(0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 5), (1, 7), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhup{     GDW}m[     GDW}m[ -C-R- [(0, 3), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhurs     GHqY|k     GHqY|k -C-R- [(0, 4), (0, 5), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEhurw     GBjLrk     GBjLrk -C-R- [(0, 4), (0, 5), (0, 6), (1, 3), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    GEhus{     GPozi{     GPozi{ -C-R- [(0, 2), (0, 4), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuts     GWeYzk     GWeYzk -C-R- [(0, 2), (0, 4), (0, 5), (1, 2), (1, 6), (1, 7), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEhutw     GD^Dj[     GD^Dj[ -C-R- [(0, 3), (0, 5), (0, 6), (1, 4), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 4), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhut{     GBqtZ{     GBqtZ{ -C-R- [(0, 4), (0, 5), (0, 6), (1, 3), (1, 4), (1, 7), (2, 3), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuuW     G@\vUg     G@\vUg -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (3, 4), (3, 5), (3, 7), (4, 6), (5, 7)]
    GEhuu{     GEhrZ{     GEhrZ{ -C-R- [(0, 3), (0, 4), (1, 3), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuvW     GJZTS{     GJZTS{ -C-R- [(0, 5), (0, 6), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhuvo     G`Yszs     G`Yszs -C-R- [(0, 1), (0, 5), (0, 6), (1, 4), (1, 7), (2, 3), (2, 4), (2, 5), (2, 7), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    GEhuvs     GoUpz{     GoUpz{ -C-R- [(0, 1), (0, 2), (0, 5), (1, 4), (1, 7), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuvw     GZQI|{     GZQI|{ -C-R- [(0, 2), (0, 5), (0, 7), (1, 2), (1, 3), (1, 4), (1, 6), (2, 3), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuv{     GEhr^{     GEhr^{ -C-R- [(0, 3), (0, 4), (0, 7), (1, 3), (1, 5), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhuz{     GEhlz{     GEhlz{ -C-R- [(0, 3), (0, 4), (0, 6), (1, 3), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhu|{     GBjLz{     GBjLz{ -C-R- [(0, 4), (0, 5), (0, 6), (1, 3), (1, 5), (1, 7), (2, 3), (2, 4), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhu}{     GEYjz{      FEYjw -C-_- [(0, 3), (0, 5), (1, 3), (1, 4), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhu~k     GcLlz{     GcLlz{ -C-R- [(0, 1), (0, 3), (0, 6), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhu~w     GE\l^k     GE\l^k -C-R- [(0, 3), (0, 6), (0, 7), (1, 3), (1, 4), (1, 5), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEhu~{     GEYj~{     GEYj~{ -C-R- [(0, 3), (0, 5), (0, 7), (1, 3), (1, 4), (1, 6), (1, 7), (2, 4), (2, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhv?{     GBFL^O     GBFL^O -C-R- [(0, 5), (0, 6), (0, 7), (1, 3), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 4), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhv@s     GK`\Zo     GK`\Zo -C-R- [(0, 3), (0, 4), (0, 6), (1, 2), (1, 5), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhvAk     GoDXzo      F@^e_ -C-_- [(0, 1), (0, 2), (1, 5), (1, 7), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhvAs     GLO\]W     GLO\]W -C-R- [(0, 3), (0, 6), (0, 7), (1, 2), (1, 4), (1, 7), (2, 3), (2, 6), (3, 5), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhvAw     GrOkW{     GrOkW{ -C-R- [(0, 1), (0, 2), (0, 6), (1, 3), (1, 4), (2, 3), (2, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvA{     GWd]`{     GWd]`{ -C-R- [(0, 2), (0, 4), (0, 6), (1, 2), (1, 5), (1, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    GEhvBc     GQ[XmK     GQ[XmK -C-R- [(0, 2), (0, 7), (1, 3), (1, 4), (1, 7), (2, 4), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (5, 6), (5, 7), (6, 7)]
    GEhvBo     GBJK~O     GBJK~O -C-R- [(0, 5), (0, 6), (0, 7), (1, 3), (1, 5), (1, 7), (2, 3), (2, 4), (2, 7), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhvBs     GMdLH{     GMdLH{ -C-R- [(0, 3), (0, 4), (0, 6), (1, 2), (1, 3), (1, 5), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvCk     GRSZK[     GRSZK[ -C-R- [(0, 2), (0, 7), (1, 3), (1, 4), (1, 6), (2, 3), (2, 6), (3, 4), (3, 5), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvCs     GLPL[w      F@^e_ -C-_- [(0, 3), (0, 6), (0, 7), (1, 2), (1, 4), (1, 5), (2, 3), (2, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhvCw     GR`KzW     GR`KzW -C-R- [(0, 2), (0, 4), (0, 6), (1, 3), (1, 5), (1, 7), (2, 3), (2, 7), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhvC{     GMf@X{     GMf@X{ -C-R- [(0, 3), (0, 4), (0, 5), (1, 2), (1, 3), (1, 5), (2, 6), (2, 7), (3, 4), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvDc     GGTs|o     GGTs|o -C-R- [(0, 6), (0, 7), (1, 2), (1, 4), (1, 5), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6)]
    GEhvDg     GGT\tg     GGT\tg -C-R- [(0, 6), (0, 7), (1, 2), (1, 4), (1, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    GEhvDk     GSXZ`{     GSXZ`{ -C-R- [(0, 2), (0, 3), (1, 4), (1, 5), (1, 6), (2, 4), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    GEhvDo     GBbH~O     GBbH~O -C-R- [(0, 4), (0, 5), (0, 7), (1, 3), (1, 5), (1, 7), (2, 3), (2, 6), (2, 7), (3, 6), (4, 5), (4, 6), (4, 7), (5, 6)]
    GEhvDs     Gcoz`{     Gcoz`{ -C-R- [(0, 1), (0, 3), (0, 4), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    GEhvDw     GaUtP{     GaUtP{ -C-R- [(0, 1), (0, 5), (0, 6), (1, 3), (1, 4), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhvD{     GSdrR{     GSdrR{ -C-R- [(0, 2), (0, 3), (0, 4), (1, 5), (1, 6), (1, 7), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhvEc     GYSXk[     GYSXk[ -C-R- [(0, 2), (0, 7), (1, 2), (1, 3), (1, 4), (2, 6), (3, 4), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvEg     GYKW}K      F@^e_ -C-_- [(0, 2), (0, 7), (1, 2), (1, 3), (1, 7), (2, 4), (3, 4), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    GEhvEk     G`drP{     G`drP{ -C-R- [(0, 1), (0, 4), (1, 5), (1, 6), (2, 3), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    GEhvEo     GFOm\W     GFOm\W -C-R- [(0, 3), (0, 6), (0, 7), (1, 3), (1, 4), (1, 6), (2, 3), (2, 5), (2, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    GEhvEs     GkdPX{     GkdPX{ -C-R- [(0, 1), (0, 3), (0, 4), (1, 2), (1, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvEw     GkS\H{     GkS\H{ -C-R- [(0, 1), (0, 3), (0, 6), (1, 2), (1, 4), (2, 6), (2, 7), (3, 4), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvE{     GdMaZ{     GdMaZ{ -C-R- [(0, 1), (0, 3), (0, 5), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (2, 7), (3, 4), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    GEhvFC     GGD}to      F@^e_ -C-_- [(0, 6), (0, 7), (1, 2), (1, 5), (1, 6), (2, 5), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7)]
    GEhvFO     G@Q~Uo     G@Q~Uo -C-R- [(0, 5), (0, 6), (0, 7), (1, 4), (1, 6), (1, 7), (2, 3), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7)]
    GEhvFS     G_ur`{     G_ur`{ -C-R- [(0, 1), (0, 4), (0, 5), (1, 4), (1, 6), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]
    GEhvF_     G?T|v_     G?T|v_ -C-R- [(0, 6), (0, 7), (1, 4), (1, 5), (1, 7), (2, 5), (2, 6), (2, 7), (3, 4), (3, 5), (3, 6), (3, 7), (4, 5), (4, 6)]
    GEhvFc     GDX^@{     GDX^@{ -C-R- [(0, 3), (0, 6), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    GEhvFg     G@^e`{     G@^e`{ -C-R- [(0, 5), (0, 6), (1, 4), (1, 5), (1, 6), (2, 3), (2, 4), (2, 5), (2, 7), (3, 4), (3, 6), (3, 7), (4, 7), (5, 7), (6, 7)]
